"Center for Agricultural and Rural Development (CARD), www.card.iastate.edu, Iowa State University, Ames, Iowa",,,,,,
,,,,,,
Date,Ethanol Price ($/gallon),Corn Price ($/bushel),Natural Gas Price ($/mmBtu),Return Over Operating Costs ($/gallon),Net Cost of Corn ($/gallon),Other Operating Costs ($/gallon)
5/12/2008,2.5008,5.68,10.80938095,0.411404177,1.508351918,0.581043905
5/13/2008,2.4628,5.62,10.93038095,0.386191472,1.492418623,0.584189905
5/14/2008,2.4148,5.5425,11.10638095,0.354195978,1.471838117,0.588765905
5/15/2008,2.4596,5.715,10.90738095,0.366190948,1.509817147,0.583591905
5/16/2008,2.4816,5.635,10.60238095,0.417255746,1.488682349,0.575661905
5/19/2008,2.4636,5.5925,10.46238095,0.414123608,1.477454488,0.572021905
5/20/2008,2.4866,5.6225,10.87338095,0.418512058,1.485380037,0.582707905
5/21/2008,2.5386,5.7975,11.14838095,0.417129687,1.531612408,0.589857905
5/22/2008,2.521333333,5.528516667,11.20538095,0.486932604,1.443060824,0.591339905
5/23/2008,2.518333333,5.568516667,11.36538095,0.469331751,1.453501678,0.595499905
5/27/2008,2.502333333,5.551016667,11.30938095,0.459355624,1.448933804,0.594043905
5/28/2008,2.515333333,5.496016667,11.42438095,0.483721798,1.434577631,0.597033905
5/29/2008,2.423333333,5.393516667,10.98238095,0.429697453,1.408093975,0.585541905
5/30/2008,2.408333333,5.563516667,11.21138095,0.364361283,1.452476146,0.591495905
6/2/2008,2.4758,5.658,11.01442857,0.383843746,1.505581111,0.586375143
6/3/2008,2.3978,5.5805,11.26642857,0.319914322,1.484958535,0.592927143
6/4/2008,2.3678,5.6455,11.42442857,0.268509968,1.502254889,0.597035143
6/5/2008,2.4098,5.933,11.56442857,0.230366862,1.578757995,0.600675143
6/6/2008,2.5188,6.008,11.73842857,0.314885531,1.598715326,0.605199143
6/9/2008,2.2088,5.98,11.64942857,-0.035584761,1.641499618,0.602885143
6/10/2008,2.2488,6.14,11.48042857,-0.035110483,1.68541934,0.598491143
6/11/2008,2.3708,6.44,11.70542857,-0.001309962,1.767768819,0.604341143
6/12/2008,2.4418,6.4975,11.84342857,0.050318388,1.783552469,0.607929143
6/13/2008,2.5498,6.725,11.67042857,0.100368033,1.846000825,0.603431143
6/16/2008,2.5264,6.809125,11.97842857,0.052590308,1.862370549,0.611439143
6/17/2008,2.5534,6.906625,11.99742857,0.052428986,1.889037871,0.611933143
6/18/2008,2.6044,6.946625,12.25542857,0.085780546,1.899978311,0.618641143
6/19/2008,2.5154,6.761625,11.90642857,0.05645408,1.849378777,0.609567143
6/20/2008,2.5354,6.696625,12.03942857,0.090774295,1.831600563,0.613025143
6/23/2008,2.738,6.653666667,12.24842857,0.319736109,1.799804748,0.618459143
6/24/2008,2.716,6.536166667,12.05642857,0.334511645,1.768021212,0.613467143
6/25/2008,2.731,6.711166667,11.79842857,0.308882463,1.815358394,0.606759143
6/26/2008,2.775,6.948666667,12.15042857,0.279487145,1.879601713,0.615911143
6/27/2008,2.793,6.958666667,12.24342857,0.292364163,1.882306694,0.618329143
6/30/2008,2.723,6.658666667,12.39842857,0.299483618,1.801157239,0.622359143
7/1/2008,2.778,6.710625,14.85745455,0.279331307,1.812374875,0.686293818
7/2/2008,2.819,7.003125,14.74145455,0.244350246,1.891371936,0.683277818
7/3/2008,2.821,6.975625,14.92945455,0.24888932,1.883944862,0.688165818
7/7/2008,2.767,6.680625,14.32945455,0.290161569,1.804272613,0.672565818
7/8/2008,2.8186,6.644,13.72045455,0.394011947,1.767856235,0.656731818
7/9/2008,2.7986,6.5465,13.35845455,0.409367051,1.741913131,0.647319818
7/10/2008,2.7876,6.469,13.65245455,0.411344492,1.72129169,0.654963818
7/11/2008,2.8076,6.5165,13.25645455,0.429001544,1.733930638,0.644667818
7/14/2008,2.7726,6.2865,13.31145455,0.453770661,1.672731521,0.646097818
7/15/2008,2.795,6.167,12.82945455,0.556424227,1.605009955,0.633565818
7/16/2008,2.787,6.2695,12.75045455,0.523801801,1.631686381,0.631511818
7/17/2008,2.706,5.997,11.88945455,0.536108056,1.560766126,0.609125818
7/18/2008,2.613,5.7795,11.92245455,0.498856131,1.504160051,0.609983818
7/21/2008,2.569,5.577,11.86245455,0.509118339,1.451457843,0.608423818
7/22/2008,2.4225,5.1621875,11.41945455,0.507949947,1.317644235,0.596905818
7/23/2008,2.4425,5.1421875,11.14045455,0.540308931,1.312539251,0.589651818
7/24/2008,2.4835,5.1571875,10.67545455,0.589570193,1.316367989,0.577561818
7/25/2008,2.5215,5.1996875,10.43645455,0.622936102,1.32721608,0.571347818
7/28/2008,2.6185,5.2471875,10.51545455,0.705757765,1.339340417,0.573401818
7/29/2008,2.5975,5.3671875,10.56945455,0.652723861,1.369970321,0.574805818
7/30/2008,2.5995,5.4421875,10.60045455,0.63477417,1.389114011,0.575611818
7/31/2008,2.6025,5.3021875,10.47145455,0.676863059,1.353379123,0.572257818
8/1/2008,2.5428,5.7,12.91795238,0.427889238,1.479044,0.635866762
8/4/2008,2.3978,5.405,12.25495238,0.376674252,1.402496986,0.618628762
8/5/2008,2.3418,5.3025,12.25495238,0.347271096,1.375900142,0.618628762
8/6/2008,2.3118,5.13,12.30195238,0.360809638,1.3311396,0.619850762
8/7/2008,2.3808,5.2725,12.09995238,0.398085538,1.3681157,0.614598762
8/8/2008,2.2506,4.61,11.77695238,0.467695579,1.176703659,0.606200762
8/11/2008,2.2736,4.5975,11.87795238,0.491260207,1.173513031,0.608826762
8/12/2008,2.3106,4.715,11.85895238,0.498762302,1.203504936,0.608332762
8/13/2008,2.4456,5.015,11.98495238,0.553911227,1.280080011,0.611608762
8/14/2008,2.4596,5.2025,11.66495238,0.528371805,1.327939433,0.603288762
8/15/2008,2.105,4.422,11.62095238,0.350329607,1.152525631,0.602144762
8/18/2008,2.149,4.6545,11.41695238,0.339036093,1.213123145,0.596840762
8/19/2008,2.167,4.772,11.50495238,0.324123543,1.243747695,0.599128762
8/20/2008,2.247,4.877,11.60595238,0.374130923,1.271114315,0.601754762
8/21/2008,2.367,5.102,11.78095238,0.430938167,1.329757071,0.606304762
8/22/2008,2.1505,5.393583333,11.37195238,0.103028533,1.451800705,0.595670762
8/25/2008,2.1595,5.331083333,11.35395238,0.129319772,1.434977466,0.595202762
8/26/2008,2.1585,5.281083333,11.80695238,0.130000364,1.421518874,0.606980762
8/27/2008,2.1645,5.303583333,11.92295238,0.126927998,1.427575241,0.609996762
8/28/2008,2.1165,5.228583333,11.57895238,0.108059885,1.407387353,0.601052762
8/29/2008,2.1805,5.211083333,11.47195238,0.164741291,1.417487947,0.598270762
9/2/2008,2.25375,5.28,9.075142857,0.278015696,1.43978059,0.535953714
9/3/2008,2.24375,5.215,9.078142857,0.285662268,1.422056018,0.536031714
9/4/2008,2.25375,5.2425,9.136142857,0.286655411,1.429554875,0.537539714
9/5/2008,2.18875,5.065,9.263142857,0.266755125,1.38115316,0.540841714
9/8/2008,2.1866,4.997,9.341142857,0.287362267,1.356368019,0.542869714
9/9/2008,2.1626,4.962,9.349142857,0.272654543,1.346867743,0.543077714
9/10/2008,2.1496,4.892,9.207142857,0.282347096,1.32786719,0.539385714
9/11/2008,2.1466,4.8895,9.062142857,0.283795687,1.327188599,0.535615714
9/12/2008,2.1796,5.142,9.180142857,0.245189979,1.395726306,0.538683714
9/15/2008,2.1698,5.283,9.188142857,0.178997351,1.451910935,0.538891714
9/16/2008,2.0828,4.9855,9.093142857,0.176228377,1.370149908,0.536421714
9/17/2008,2.1198,5.203,9.724142857,0.137047509,1.429924777,0.552827714
9/18/2008,2.0798,4.9355,9.435142857,0.178077726,1.356408559,0.545313714
9/19/2008,2.1378,5.0855,9.345142857,0.197193679,1.397632606,0.542973714
9/22/2008,2.114285714,5.408125,9.472142857,0.080094472,1.487915528,0.546275714
9/23/2008,2.107285714,5.425625,9.745142857,0.061181768,1.492730232,0.553373714
9/24/2008,2.137285714,5.453125,9.493142857,0.090167804,1.500296196,0.546821714
9/25/2008,2.126285714,5.405625,9.538142857,0.091066287,1.487227713,0.547991714
9/26/2008,2.129285714,5.253125,9.286142857,0.142574994,1.445271006,0.541439714
9/29/2008,2.042285714,4.953125,9.035142857,0.144638779,1.362733221,0.534913714
9/30/2008,2.057285714,4.698125,9.252142857,0.224153896,1.292576104,0.540555714
10/1/2008,2.2842,5.047,8.298521739,0.424952986,1.343485448,0.515761565
10/2/2008,2.1862,4.747,8.051521739,0.413233444,1.263626991,0.509339565
10/3/2008,2.1762,4.747,7.928521739,0.406431444,1.263626991,0.506141565
10/6/2008,2.0082,4.447,7.405521739,0.331887901,1.183768534,0.492543565
10/7/2008,2.0252,4.377,7.338521739,0.369263541,1.165134893,0.490801565
10/8/2008,2.085,4.2077,7.312521739,0.506170992,1.088703442,0.490125565
10/9/2008,2.112,4.3152,7.395521739,0.503198362,1.116518073,0.492283565
10/10/2008,1.922,4.0152,7.105521739,0.398360586,1.038895848,0.484743565
10/13/2008,2.033,4.0477,7.258521739,0.496973512,1.047304923,0.488721565
10/14/2008,2.043,4.0452,7.297521739,0.506606364,1.046658071,0.489735565
10/15/2008,1.815,3.673,7.162521739,0.392277402,0.936497032,0.486225565
10/16/2008,1.788,3.638,7.273521739,0.371315278,0.927573157,0.489111565
10/17/2008,1.842,3.823,7.356521739,0.37598822,0.974742215,0.491269565
10/20/2008,1.892,3.978,7.311521739,0.387638198,1.014262237,0.490099565
10/21/2008,1.848,3.903,7.414521739,0.360082789,0.995139645,0.492777565
10/22/2008,1.605625,3.6925625,7.347521739,0.167758186,0.946831249,0.491035565
10/23/2008,1.641625,3.7450625,6.989521739,0.199604358,0.960293077,0.481727565
10/24/2008,1.621625,3.5700625,6.809521739,0.229157117,0.915420317,0.477047565
10/27/2008,1.641625,3.6950625,6.691521739,0.220173146,0.947472288,0.473979565
10/28/2008,1.663625,3.7500625,6.756521739,0.226380279,0.961575156,0.475669565
10/29/2008,1.779625,4.0500625,7.039521739,0.256862094,1.039735341,0.483027565
10/30/2008,1.741625,3.9375625,7.001521739,0.248731185,1.010854249,0.482039565
10/31/2008,1.704625,3.8575625,7.353521739,0.22311685,0.990316584,0.491191565
11/3/2008,1.6618,3.8745,7.249052632,0.178659838,0.994664793,0.488475368
11/4/2008,1.7158,3.9745,7.630052632,0.197081757,1.020336875,0.498381368
11/5/2008,1.7518,3.747,7.660052632,0.290705742,0.961932889,0.499161368
11/6/2008,1.6058,3.6245,7.390052632,0.183174042,0.93048459,0.492141368
11/7/2008,1.5948,3.5995,7.168052632,0.184364062,0.924066569,0.486369368
11/10/2008,1.746,3.628,7.659052632,0.310905555,0.935959077,0.499135368
11/11/2008,1.681,3.5355,7.116052632,0.2838869,0.912095732,0.485017368
11/12/2008,1.631,3.488,6.816052632,0.25394105,0.899841582,0.477217368
11/13/2008,1.657,3.563,6.729052632,0.262854392,0.91919024,0.474955368
11/14/2008,1.67,3.5955,6.723052632,0.267625973,0.927574658,0.474799368
11/17/2008,1.6634,3.7425,6.944052632,0.231863528,0.950991104,0.480545368
11/18/2008,1.6544,3.685,6.927052632,0.237916613,0.936380018,0.480103368
11/19/2008,1.6534,3.6725,7.154052632,0.234190936,0.933203695,0.486005368
11/20/2008,1.6094,3.5225,6.727052632,0.239408812,0.895087819,0.474903368
11/21/2008,1.5444,3.27,6.891052632,0.234306537,0.830926095,0.479167368
11/24/2008,1.62325,3.325,7.299052632,0.283044109,0.850430523,0.489775368
11/25/2008,1.58825,3.315,6.797052632,0.263653795,0.847872837,0.476723368
11/26/2008,1.62425,3.32,7.289052632,0.285582952,0.84915168,0.489515368
11/28/2008,1.63625,3.275,6.921052632,0.318660538,0.837642094,0.479947368
12/1/2008,1.6454,3.28675,8.736181818,0.308699013,0.80956026,0.527140727
12/2/2008,1.6194,3.28425,8.556181818,0.287994789,0.808944484,0.522460727
12/3/2008,1.6194,3.27925,8.479181818,0.29122834,0.807712933,0.520458727
12/4/2008,1.5384,3.14175,8.149181818,0.252676001,0.773845271,0.511878727
12/5/2008,1.4474,2.89425,7.874181818,0.229787792,0.712883481,0.504728727
12/8/2008,1.465,2.8735,7.698181818,0.259332124,0.705515148,0.500152727
12/9/2008,1.453,2.8535,7.711181818,0.251904618,0.700604655,0.500490727
12/10/2008,1.479,2.9985,7.818181818,0.23952154,0.736205733,0.503272727
12/11/2008,1.515,3.111,7.730181818,0.250188014,0.763827258,0.500984727
12/12/2008,1.543,3.326,7.620181818,0.22826021,0.816615063,0.498124727
12/15/2008,1.4022,3.4415,7.777181818,0.006516931,0.893476342,0.502206727
12/16/2008,1.4422,3.629,7.883181818,-0.004917498,0.942154771,0.504962727
12/17/2008,1.4472,3.584,7.751181818,0.015197325,0.930471948,0.501530727
12/18/2008,1.4282,3.584,7.680181818,-0.001956675,0.930471948,0.499684727
12/19/2008,1.4252,3.4965,7.466181818,0.023323925,0.907755348,0.494120727
12/22/2008,1.4315,3.416904762,7.426181818,0.065707647,0.872711626,0.493080727
12/23/2008,1.4665,3.546904762,7.869181818,0.055986348,0.905914925,0.504598727
12/24/2008,1.4855,3.579404762,8.042181818,0.062187523,0.91421575,0.509096727
12/26/2008,1.5345,3.721904762,7.958181818,0.076975599,0.950611674,0.506912727
12/29/2008,1.4835,3.534404762,8.268181818,0.065804972,0.9027223,0.514972727
12/30/2008,1.4835,3.561904762,7.991181818,0.065983198,0.909746075,0.507770727
12/31/2008,1.4925,3.669404762,7.754181818,0.053688623,0.937202649,0.501608727
1/2/2009,1.46275,3.68625,9.12,-0.013127475,0.938757475,0.53712
1/5/2009,1.47375,3.67625,9.221,-0.002206829,0.936210829,0.539746
1/6/2009,1.51775,3.83875,9.132,0.002724169,0.977593831,0.537432
1/7/2009,1.50175,3.72875,9.021,0.017623278,0.949580722,0.534546
1/8/2009,1.5708,4.0785,8.732,-0.009902907,1.053670907,0.527032
1/9/2009,1.6028,4.1185,8.665,0.013505186,1.064004814,0.52529
1/12/2009,1.5028,3.8185,8.691,-0.009666517,0.986500517,0.525966
1/13/2009,1.4998,3.636,8.333,0.043789929,0.939352071,0.516658
1/14/2009,1.4888,3.676,8.119,0.028020023,0.949685977,0.511094
1/15/2009,1.508,3.330475,7.992,0.168211486,0.831996514,0.507792
1/16/2009,1.572,3.587975,7.95,0.168976595,0.896323405,0.5067
1/20/2009,1.572,3.512975,7.791,0.191846583,0.877587417,0.502566
1/21/2009,1.544,3.580475,7.929,0.143396194,0.894449806,0.506154
1/22/2009,1.480285714,3.666564286,7.83,0.045584306,0.931121408,0.50358
1/23/2009,1.498285714,3.696564286,7.667,0.060203827,0.938739887,0.499342
1/26/2009,1.512285714,3.729064286,7.639,0.066678475,0.946993239,0.498614
1/27/2009,1.475285714,3.566564286,7.652,0.070607235,0.905726479,0.498952
1/28/2009,1.500285714,3.636564286,7.625,0.078532785,0.923502929,0.49825
1/29/2009,1.488285714,3.609064286,7.725,0.080821141,0.906614573,0.50085
1/30/2009,1.503285714,3.581564286,7.566,0.106863275,0.899706439,0.496716
2/2/2009,1.4834,3.4855,8.025052632,0.116484119,0.858264513,0.508651368
2/3/2009,1.4534,3.398,7.981052632,0.109173993,0.836718638,0.507507368
2/4/2009,1.4734,3.363,8.065052632,0.135608343,0.828100289,0.509691368
2/5/2009,1.5204,3.493,8.110052632,0.14942733,0.860111302,0.510861368
2/6/2009,1.5344,3.553,8.242052632,0.145221016,0.874885616,0.514293368
2/9/2009,1.4868,3.5945,8.275052632,0.074180245,0.897468386,0.515151368
2/10/2009,1.4828,3.587,8.011052632,0.078916832,0.8955958,0.508287368
2/11/2009,1.4738,3.5045,8.000052632,0.090801286,0.874997346,0.508001368
2/12/2009,1.4648,3.482,7.953052632,0.088641046,0.869379586,0.506779368
2/13/2009,1.4668,3.452,7.920052632,0.098989392,0.861889239,0.505921368
2/17/2009,1.51175,3.392,7.671052632,0.177281588,0.835021044,0.499447368
2/18/2009,1.51075,3.392,7.682052632,0.175995588,0.835021044,0.499733368
2/19/2009,1.51575,3.432,7.546052632,0.174684642,0.84486799,0.496197368
2/20/2009,1.48975,3.402,7.474052632,0.157941851,0.83748278,0.494325368
2/23/2009,1.4722,3.385,7.565052632,0.133308939,0.842199693,0.496691368
2/24/2009,1.4692,3.41,7.704052632,0.120474852,0.848419779,0.500305368
2/25/2009,1.5012,3.505,7.524052632,0.133518524,0.872056108,0.495625368
2/26/2009,1.4982,3.4875,7.545052632,0.134326584,0.867702047,0.496171368
2/27/2009,1.4642,3.375,7.666052632,0.125170973,0.839711659,0.499317368
3/2/2009,1.4856,3.321,7.429863636,0.172331336,0.820092209,0.493176455
3/3/2009,1.4676,3.321,7.559863636,0.150951336,0.820092209,0.496556455
3/4/2009,1.5246,3.4385,7.617863636,0.177427728,0.849107818,0.498064455
3/5/2009,1.4856,3.3785,7.365863636,0.159796209,0.834291337,0.491512455
3/6/2009,1.4816,3.4135,7.222863636,0.150871262,0.842934284,0.487794455
3/9/2009,1.4048,3.454,7.142863636,0.04340642,0.875679126,0.485714455
3/10/2009,1.4288,3.549,7.117863636,0.043971441,0.899764104,0.485064455
3/11/2009,1.4058,3.4415,7.075863636,0.049317496,0.872510049,0.483972455
3/12/2009,1.4298,3.649,7.272863636,0.015588832,0.925116714,0.489094455
3/13/2009,1.4508,3.6315,7.209863636,0.042663538,0.920680007,0.487456455
3/16/2009,1.4366,3.7455,7.127863636,-0.023232373,0.974507919,0.485324455
3/17/2009,1.4196,3.7355,7.089863636,-0.036642563,0.971906109,0.484336455
3/18/2009,1.4156,3.713,6.961863636,-0.031460491,0.966052036,0.481008455
3/19/2009,1.4416,3.7955,7.451863636,-0.039665423,0.987516968,0.493748455
3/20/2009,1.4416,3.7955,7.504863636,-0.041043423,0.987516968,0.495126455
3/23/2009,1.497,3.806857143,7.571863636,0.009466206,0.990665339,0.496868455
3/24/2009,1.493,3.789357143,7.624863636,0.008642263,0.986111282,0.498246455
3/25/2009,1.469,3.709357143,7.606863636,0.005928808,0.965292737,0.497778455
3/26/2009,1.489,3.759357143,7.224863636,0.022849217,0.978304328,0.487846455
3/27/2009,1.476,3.721857143,6.908863636,0.02782391,0.968545635,0.479630455
3/30/2009,1.456,3.714357143,7.016863636,0.006967649,0.966593896,0.482438455
3/31/2009,1.487,3.899357143,7.053863636,-0.011137236,1.014736782,0.483400455
4/1/2009,1.4936,3.762,5.733619048,0.064104754,0.98042115,0.449074095
4/2/2009,1.5176,3.827,5.820619048,0.068902995,0.99736091,0.451336095
4/3/2009,1.5066,3.847,5.839619048,0.052196761,1.002573143,0.451830095
4/6/2009,1.5136,3.857,5.770619048,0.058384645,1.00517926,0.450036095
4/7/2009,1.4936,3.7645,5.600619048,0.066911225,0.981072679,0.445616095
4/8/2009,1.5195,3.8945,5.668619048,0.05046768,1.021648224,0.447384095
4/9/2009,1.4995,3.827,5.648619048,0.048695026,1.003940879,0.446864095
4/13/2009,1.4955,3.7995,5.666619048,0.051441129,0.996726776,0.447332095
4/14/2009,1.5135,3.867,5.727619048,0.050147784,1.014434121,0.448918095
4/15/2009,1.5086,3.8245,5.731619048,0.065195552,0.994382353,0.449022095
4/16/2009,1.5246,3.837,5.637619048,0.080389512,0.997632393,0.446578095
4/17/2009,1.5256,3.742,5.767619048,0.102709818,0.972932086,0.449958095
4/20/2009,1.4916,3.6745,5.578619048,0.091174036,0.955381868,0.445044095
4/21/2009,1.5046,3.7195,5.549619048,0.093227891,0.967082014,0.444290095
4/22/2009,1.459857143,3.564071429,5.570619048,0.097884708,0.917136339,0.444836095
4/23/2009,1.477857143,3.639071429,5.447619048,0.099783088,0.93643596,0.441638095
4/24/2009,1.487857143,3.599071429,5.335619048,0.122988219,0.926142829,0.438726095
4/27/2009,1.476857143,3.551571429,5.291619048,0.125355312,0.913919736,0.437582095
4/28/2009,1.476857143,3.579071429,5.359619048,0.116510784,0.920996263,0.439350095
4/29/2009,1.529857143,3.759071429,5.441619048,0.121059695,0.967315352,0.441482095
4/30/2009,1.527857143,3.791571429,5.411619048,0.111476527,0.975678521,0.440702095
5/1/2009,1.4768,3.78,4.45365,0.076705421,0.984299679,0.4157949
5/4/2009,1.4588,3.6975,4.63265,0.075534152,0.962816948,0.4204489
5/5/2009,1.4588,3.7025,4.52265,0.077092169,0.964118931,0.4175889
5/6/2009,1.4938,3.725,4.79465,0.099161242,0.969977858,0.4246609
5/7/2009,1.4968,3.765,4.98865,0.086701372,0.980393728,0.4297049
5/8/2009,1.4644,3.8655,5.21865,0.014066466,1.014648634,0.4356849
5/11/2009,1.4804,3.8605,5.20965,0.031612907,1.013336193,0.4354509
5/12/2009,1.5104,3.9205,5.35665,0.042041607,1.029085493,0.4392729
5/13/2009,1.5094,3.9205,5.24065,0.044057607,1.029085493,0.4362569
5/14/2009,1.5054,3.9405,5.19965,0.035873841,1.034335259,0.4351909
5/15/2009,1.521,3.971,5.00565,0.055759148,1.035093952,0.4301469
5/18/2009,1.538,4.0135,5.04665,0.060614958,1.046172142,0.4312129
5/19/2009,1.554,4.056,4.82165,0.071386767,1.057250333,0.4253629
5/20/2009,1.562,4.0585,4.87765,0.077279109,1.057901991,0.4268189
5/21/2009,1.55,4.0385,4.51065,0.080034375,1.052688725,0.4172769
5/22/2009,1.6086,4.016333333,4.42265,0.160981816,1.032629284,0.4149889
5/26/2009,1.5886,3.988833333,4.44465,0.147480272,1.025558828,0.4155609
5/27/2009,1.5916,3.973833333,4.44565,0.154310884,1.021702216,0.4155869
5/28/2009,1.6026,4.001333333,4.86465,0.147346428,1.028772672,0.4264809
5/29/2009,1.6186,4.076333333,4.74265,0.158671046,1.036620054,0.4233089
6/1/2009,1.6408,4.199,4.882318182,0.147040622,1.066819106,0.426940273
6/2/2009,1.6508,4.2365,4.753318182,0.150867183,1.076346545,0.423586273
6/3/2009,1.6208,4.0665,4.399318182,0.173262239,1.033155488,0.414382273
6/4/2009,1.6618,4.2265,4.443318182,0.172467833,1.073805894,0.415526273
6/5/2009,1.6358,4.1815,4.501318182,0.15639276,1.062372967,0.417034273
6/8/2009,1.6682,4.1195,4.364318182,0.220054786,1.034672941,0.413472273
6/9/2009,1.6992,4.2095,4.364318182,0.228449964,1.057277763,0.413472273
6/10/2009,1.6922,4.127,4.341318182,0.242769051,1.036556677,0.412874273
6/11/2009,1.7112,4.1795,4.566318182,0.242732904,1.049742823,0.418724273
6/12/2009,1.6942,4.0245,4.490318182,0.266639431,1.010812296,0.416748273
6/15/2009,1.7028,3.841,4.815318182,0.325356652,0.952245075,0.425198273
6/16/2009,1.7148,3.821,4.762318182,0.343692971,0.947286756,0.423820273
6/17/2009,1.6998,3.8585,4.886318182,0.316172124,0.956583604,0.427044273
6/18/2009,1.6888,3.8135,4.726318182,0.32048834,0.945427387,0.422884273
6/19/2009,1.6838,3.7735,4.665318182,0.326990977,0.93551075,0.421298273
6/22/2009,1.671857143,3.716571429,4.566318182,0.328840843,0.924292027,0.418724273
6/23/2009,1.678857143,3.754071429,4.512318182,0.327918787,0.933618083,0.417320273
6/24/2009,1.668857143,3.729071429,4.394318182,0.327204158,0.927400712,0.414252273
6/25/2009,1.660857143,3.689071429,4.477318182,0.32699395,0.91745292,0.416410273
6/26/2009,1.669857143,3.706571429,4.582318182,0.328911791,0.921805079,0.419140273
6/29/2009,1.684857143,3.634071429,4.577318182,0.362072165,0.903774705,0.419010273
6/30/2009,1.626857143,3.341571429,4.468318182,0.379649397,0.831031473,0.416176273
7/1/2009,1.711,3.514975,4.794181818,0.401494359,0.884856914,0.424648727
